1,"00:00:55,573","00:00:58,867","You don't like flyin', do you?",0
2,"00:00:58,951","00:01:01,828",What gives you that idea?,0
3,"00:01:03,247","00:01:07,751",You wanna know the secret to surviving air travel?,0
4,"00:01:07,835","00:01:11,004","After you get where you're going, take off your shoes and your socks.",0
5,"00:01:11,089","00:01:15,675",Then you walk around on the rug barefoot and make fists with your toes.,0
6,"00:01:16,886","00:01:19,054",Fists with your toes?,0
7,"00:01:19,138","00:01:21,515","I know, I know. It sounds crazy.",0
8,"00:01:21,599","00:01:23,600",Trust me. I've been doin' it for nine years.,0
9,"00:01:23,684","00:01:26,728","Yes, sir. Better than a shower and a hot cup of coffee.",0
10,"00:01:26,813","00:01:29,314",Okay.,0
11,"00:01:39,158","00:01:41,034",It's okay. I'm a cop.,0
12,"00:01:43,913","00:01:47,290",Trust me. I've been doin' this for 11 years.,0
13,"00:01:47,375","00:01:49,876",On behalf of your captain and crew...,0
14,"00:01:49,961","00:01:52,629",we'd like to welcome you to Los Angeles.,0
15,"00:01:52,713","00:01:54,881",Have a very Merry Christmas.,0
16,"00:02:04,350","00:02:09,646",Flight 247 to Tucson now boarding at Gate 14.,0
17,"00:02:09,730","00:02:14,359",Flight 247 to Tucson now boarding at Gate 14.,0
18,"00:02:17,363","00:02:21,366","Mr. Edward Machowski, please report to the white courtesy phone.",0
19,"00:02:27,081","00:02:28,999",Ah.,0
20,"00:02:29,083","00:02:31,084",How do you do?,0
21,"00:02:43,431","00:02:47,392",Ladies and gentlemen! Ladies and gentlemen!,0
22,"00:02:47,476","00:02:50,061",I want to congratulate each and every one of you...,0
23,"00:02:50,146","00:02:54,399",for making this one of the greatest years in the history of the Nakatomi Corporation.,0
24,"00:02:58,112","00:03:03,325","On behalf of the chief executive officer, Mr. Ozu, and the board of directors...",0
25,"00:03:03,409","00:03:07,787","we thank you, one and all, and wish you a Merry Christmas and a happy New Year!",0
26,"00:03:11,792","00:03:15,378","Hey, Holly, what about dinner tonight, huh?",0
27,"00:03:15,463","00:03:17,881","Harry, it's Christmas Eve.",0
28,"00:03:17,965","00:03:20,967","Families, stockings.",0
29,"00:03:22,261","00:03:24,179",Chestnuts.,0
30,"00:03:24,263","00:03:26,348",Rudolph and Frosty.,0
31,"00:03:26,432","00:03:28,391",Any of these things ring a bell?,0
32,"00:03:28,476","00:03:33,271","Actually, I was thinkin' more of mulled wine, a nice aged Brie...",0
33,"00:03:33,356","00:03:35,273",and a roaring fireplace.,0
34,"00:03:35,358","00:03:37,901",You know what I'm sayin'?,0
35,"00:03:40,196","00:03:43,531","Ginny, it's 5:40. Go join the party. Have some champagne.",0
36,"00:03:43,616","00:03:46,159",You're makin' me feel like Ebenezer Scrooge.,0
37,"00:03:46,244","00:03:49,829","Thanks a lot, Ms. Gennero. Do you think the baby can handle a little sip?",0
38,"00:03:49,914","00:03:52,749",That baby's ready to tend bar.,0
39,"00:03:52,833","00:03:54,793",Last chance.,0
40,"00:03:54,877","00:03:57,712",Bye.,0
41,"00:04:02,510","00:04:05,679",McClane residence. Lucy McClane speaking.,0
42,"00:04:05,763","00:04:10,100","Hello, Lucy McClane. This is your mother speaking.",0
43,"00:04:10,184","00:04:13,186",Mommy! When are you coming home?,0
44,"00:04:13,271","00:04:17,565",Pretty soon. Pretty soon. You'll be in bed when I get there though.,0
45,"00:04:17,650","00:04:20,151","Let me talk to Paulina, okay, hon?",0
46,"00:04:20,236","00:04:24,322",And no snoopin' around the house looking for presents.,0
47,"00:04:24,407","00:04:26,866",Is Daddy coming home with you?,0
48,"00:04:29,078","00:04:33,164","Well, we'll see what Santa and Mommy can do, okay?",0
49,"00:04:33,249","00:04:35,250","Put Paulina on. Bye, honey.",0
50,"00:04:35,334","00:04:37,252",Paulina!,0
51,"00:04:42,383","00:04:44,301","Hola, Mrs. Holly.",0
52,"00:04:44,385","00:04:47,595","Um, did Mr. McClane call?",0
53,"00:04:47,680","00:04:51,308","No, Mrs. Holly. No telefonó.",0
54,"00:04:51,392","00:04:54,311","Well, he probably just didn't have time before his flight.",0
55,"00:04:54,395","00:04:58,398","Um, it might be a good idea to make up the spare bedroom just in case.",0
56,"00:04:58,482","00:05:01,151","Sí, Mrs. Holly. I do that already.",0
57,"00:05:01,235","00:05:03,737","What would I do without you, Paulina?",0
58,"00:05:29,013","00:05:30,930",California.,0
59,"00:05:41,817","00:05:43,735",Excuse me.,0
60,"00:05:43,819","00:05:45,820","Hey, I'm John McClane.",0
61,"00:05:45,905","00:05:48,782",Argyle. I'm your limo driver.,0
62,"00:05:51,035","00:05:53,119",Nice bear.,0
63,"00:05:57,458","00:06:01,711","Okay, Argyle. What do we do now?",0
64,"00:06:01,796","00:06:04,214","I was, uh, hopin' you could tell me.",0
65,"00:06:04,298","00:06:06,633",It's my first time drivin' a limo.,0
66,"00:06:06,717","00:06:09,803","Oh, that's okay. It's my first time ridin' in one.",0
67,"00:06:09,929","00:06:12,722","Relax. We got everything in this mug, man.",0
68,"00:06:12,807","00:06:16,226"," CD, C.B., TV...",0
69,"00:06:16,310","00:06:20,188","telephone, full bar, VHS.",0
