1,"00:03:08,290","00:03:11,460",Who am I? You sure you want to know?,0
2,"00:03:11,670","00:03:14,920",The story of my life is not for the faint of heart.,1
3,"00:03:15,085","00:03:17,715",If somebody said it was a happy little tale...,0
4,"00:03:17,920","00:03:22,385","...if somebody told you I was just an average guy, not a care in the world...",0
5,"00:03:22,550","00:03:24,345",...somebody lied.,0
6,"00:03:25,220","00:03:28,810","But let me assure you, this, like any story worth telling...",0
7,"00:03:28,975","00:03:30,400",...is all about a girl.,0
8,"00:03:31,270","00:03:35,730",That girl. The girl next door. Mary Jane Watson.,0
9,"00:03:35,900","00:03:38,985",The woman I've loved since before I liked girls.,0
10,"00:03:39,150","00:03:41,820",I'd like to tell you that's me next to her.,0
11,"00:03:41,990","00:03:43,990","Aw, heck, I'd even take him.",0
12,"00:03:45,409","00:03:47,911",Hey! Stop the bus!,0
13,"00:03:48,912","00:03:50,080",That's me.,0
14,"00:03:50,289","00:03:52,165",Tell him to stop! Please!,0
15,"00:03:52,374","00:03:53,583",Stop!,0
16,"00:03:53,792","00:03:56,003",Hey! Stop the bus!,0
17,"00:03:56,169","00:03:59,256",Stop! He's been chasing us since Woodhaven Boulevard.,0
18,"00:03:59,423","00:04:00,674","Catch a cab, Parker!",0
19,"00:04:05,137","00:04:07,931",Thank you. I'm sorry I'm late.,0
20,"00:04:13,353","00:04:14,646",What a geek!,0
21,"00:04:15,314","00:04:19,526",Don't even think about it.,0
21,"00:04:15,314","00:04:19,526","You're so lame, Parker.",0
22,"00:04:19,693","00:04:21,278",Would you date him?,0
23,"00:04:39,171","00:04:41,381",Midtown High seniors.,0
24,"00:04:41,548","00:04:45,260",No wandering. Proceed direct... Knock it off.,0
25,"00:04:45,552","00:04:49,014","Remember, it is a privilege to be here.",0
26,"00:04:49,389","00:04:52,643",We are guests of Columbia University's Science Department.,0
27,"00:04:52,851","00:04:55,062",So behave accordingly.,0
28,"00:04:55,228","00:04:58,273",Let's not have a repeat of our trip to the planetarium.,0
