1,"00:00:31,100","00:00:34,100",I amar prestar aen.,0
2,"00:00:34,400","00:00:36,400",The world is changed.,1
3,"00:00:36,500","00:00:37,400",Han mathon ne nen.,0
4,"00:00:37,600","00:00:39,700",I feel it in the water.,1
5,"00:00:39,800","00:00:41,100",Han mathon ne chae.,0
6,"00:00:41,400","00:00:43,800",I feel it in the earth.,1
7,"00:00:44,000","00:00:45,700",A han noston ned 'wilith.,0
8,"00:00:45,900","00:01:19,900","I smell it in the air.Much that once was......is lost.For none now live who remember it.It began with the forging of the great rings.Three were given to the elves:Immortal, wisest and fairest of all beings.",1
15,"00:01:21,400","00:01:23,700",Seven to the dwarf-lords:,0
16,"00:01:23,900","00:02:36,100","Great miners and craftsmen of the mountain halls.And nine......nine rings were gifted to the race of men......who, above all else, desire power.For within these rings was bound the strength and will to govern each race.But they were all of them deceived.For another ring was made.In the land of Mordor, in the fires of Mount Doom......the Dark Lord Sauron forged in secret a master ring......to control all others.And into this ring he poured his cruelty, his malice......and his will to dominate all life.One Ring to rule them all.One by one......the free lands of Middle-earth fell to the power of the ring.But there were some who resisted.A last alliance of men and elves marched against the armies of Mordor.And on the slopes of Mount Doom, they fought for the freedom of Middle-earth.",1
34,"00:02:48,800","00:02:51,200",Tangado haid! (Hold positions!),0
35,"00:02:51,300","00:02:54,900",Leithio i philinn! (Fire the arrows!),0
36,"00:03:06,600","00:03:51,200","Victory was near.But the power of the ring......could not be undone.It was in this moment......when all hope had faded......that Isildur, son of the king, took up his father's sword.",1
42,"00:04:22,500","00:04:28,700","Sauron, the enemy of the free peoples of Middle-earth, was defeated.",0
43,"00:04:35,900","00:05:54,900","The ring passed to Isildur...... who had this one chance to destroy evil forever.But the hearts of men......are easily corrupted.And the ring of power has a will of its own.It betrayed Isildur...... to his death.And some things that should not have been forgotten......were lost.History became legend......legend became myth.And for two and a half thousand years...... the ring passed out of all knowledge.Until, when chance came......it ensnared a new bearer.",1
58,"00:05:56,400","00:06:01,000",My precious.,0
59,"00:06:01,500","00:06:11,200",The ring came to the creature Gollum...... who took it deep into the tunnels of the Misty Mountains.And there it consumed him.,1
62,"00:06:11,500","00:06:13,400",It came to me.,0
63,"00:06:13,700","00:06:18,000",My own. My love. My own.,0
64,"00:06:18,400","00:06:22,900",My precious.,0
65,"00:06:26,700","00:07:10,500","The ring brought to Gollum unnatural long life.For 500 years it poisoned his mind.And in the gloom of Gollum's cave, it waited.Darkness crept back into the forests of the world.Rumor grew of a shadow in the East...... whispers of a nameless fear.And the ring of power perceived......its time had now come.It abandoned Gollum.But something happened then the ring did not intend.It was picked up by the most unlikely creature imaginable.",1
76,"00:07:10,900","00:07:11,900",What's this?,0
77,"00:07:12,200","00:07:16,400",A hobbit.Bilbo Baggins of the Shire.,1
79,"00:07:16,800","00:07:18,500",A ring.,0
80,"00:07:18,700","00:07:20,500",Lost!,0
81,"00:07:23,300","00:07:24,900",My precious is lost!,0
82,"00:07:24,900","00:07:26,600",My precious is lost!,0
83,"00:07:27,000","00:07:34,500",For the time will soon come...... when Hobbits will shape the fortunes of all.,1
85,"00:07:39,500","00:07:41,800",The 22nd day of September......,0
86,"00:07:42,700","00:07:45,800",...in the year 1400...,1
87,"00:07:46,200","00:07:48,400",...by Shire-reckoning.,0
88,"00:07:48,600","00:07:54,200","Bag End, Bagshot Row. Hobbiton, Westfarthing...",0
89,"00:07:54,600","00:07:56,500",...the Shire...,1
90,"00:07:56,800","00:07:59,500",...Middle-earth.,0
91,"00:08:04,200","00:08:21,700",The third age of this world.There and back again.,1
93,"00:08:23,700","00:08:25,400",A Hobbit's tale.,0
94,"00:08:25,700","00:08:29,500",By Bilbo Baggins.,1
95,"00:08:34,400","00:08:36,000",Now...,0
96,"00:08:36,900","00:08:41,200","...where to begin?Ah, yes....",1
98,"00:08:45,700","00:08:47,500","""Concerning...",0
99,"00:08:48,700","00:08:50,200","...Hobbits.""",0
100,"00:08:51,400","00:09:03,500",Hobbits have been living and farming in the four Farthings of the Shire......for many hundreds of years......quite content to ignore and be ignored......by the world of the big folk.,1
104,"00:09:04,000","00:09:09,400","Middle-earth being, after all, full of strange creatures beyond count...",0
105,"00:09:09,800","00:09:17,000",...Hobbits must seem of little importance......being neither renowned as great warriors...,1
107,"00:09:17,400","00:09:21,400",...nor counted among the very wise.,0
108,"00:09:25,900","00:09:28,800",Frodo! Someone at the door.,0
109,"00:09:30,100","00:09:32,600","In fact, it has been remarked by some...",1
110,"00:09:32,900","00:09:37,100",... that Hobbits' only real passion is for food.,0
111,"00:09:37,700","00:09:55,300","A rather unfair observation......as we have also developed a keen interest in the brewing of ales......and the smoking of pipe-weed.But where our hearts truly lie......is in peace and quiet......and good, tilled earth.",1
117,"00:09:55,600","00:10:00,600",For all Hobbits share a love of things that grow.,0
118,"00:10:03,900","00:10:20,000","And yes, no doubt to others our ways seem quaint.But today of all days. It is brought home to me...It is no bad thing to celebrate a simple life.",1
121,"00:10:24,400","00:10:27,500","Frodo, the door!",0
122,"00:10:31,400","00:10:33,300",Sticklebacks. Where is that boy?,0
123,"00:10:33,500","00:10:35,200",Frodo!,0
124,"00:10:41,000","00:10:44,400",Down from the door where it began,0
125,"00:10:49,400","00:10:53,000",And I must follow if I can,0
126,"00:10:54,200","00:10:58,200",The road goes ever on and on,0
127,"00:10:58,500","00:11:01,700",Down from the door where it began,0
128,"00:11:02,200","00:11:06,900",Now far ahead the road has gone,0
129,"00:11:07,800","00:11:11,400",And I must follow if I can,0
129,"00:11:07,800","00:11:11,400",You're late.,0
130,"00:11:14,800","00:11:18,500","A wizard is never late, Frodo Baggins.",0
131,"00:11:19,400","00:11:23,900",Nor is he early. He arrives precisely when he means to.,0
132,"00:11:35,400","00:11:38,300","It's wonderful to see you, Gandalf!",0
