1,"00:00:37,178","00:00:39,169","<i>...and I'll tell you what, the storm system's still moving west.</i>",0
2,"00:00:39,280","00:00:42,272","What are you looking at, Caroline?",0
3,"00:00:43,317","00:00:44,875","The wind, Mom.",0
4,"00:00:47,988","00:00:50,388",They say the hurricane is coming.,0
5,"00:00:52,059","00:00:55,222",I'm on a boat.,0
6,"00:00:55,329","00:00:57,593",I'm drifting.,0
7,"00:00:59,934","00:01:02,232","Can I do anything for you, Mom?",0
8,"00:01:03,604","00:01:05,469",Make anything easier?,0
9,"00:01:06,440","00:01:07,839","Oh, sugar...",0
10,"00:01:08,375","00:01:10,639",There's nothing left to do.,0
11,"00:01:11,145","00:01:12,737",Is what it is.,0
12,"00:01:14,248","00:01:17,217",Finding it harder to keep my eyes open.,0
13,"00:01:19,186","00:01:22,314",My mouth's full of cotton.,0
14,"00:01:22,856","00:01:24,983","There, there, Miss Daisy.",0
15,"00:01:25,092","00:01:27,822",You gonna scratch yourself to ribbons.,0
16,"00:01:32,733","00:01:35,531","Do you want any more medication, Mother?",0
17,"00:01:36,437","00:01:39,634",Doctor said you could have as much as you want.,0
18,"00:01:39,740","00:01:42,004",No need for anybody to suffer.,0
19,"00:01:56,991","00:01:59,892",A friend told me that she never had the chance,0
20,"00:01:59,994","00:02:02,292",to say goodbye to her mother.,0
21,"00:02:05,432","00:02:07,764",I wanted to...,0
21,"00:02:05,432","00:02:07,764",It's okay.,0
22,"00:02:07,868","00:02:11,395",I wanted to tell you how much I'm gonna miss you so...,0
23,"00:02:11,872","00:02:12,964",Mom.,0
24,"00:02:14,975","00:02:16,738","Oh, Caroline.",0
25,"00:02:22,549","00:02:24,039",Are you afraid?,0
26,"00:02:24,151","00:02:25,846",I'm curious.,0
27,"00:02:27,621","00:02:29,248",What comes next?,0
28,"00:02:34,795","00:02:39,562",They built the train station in 1918.,0
29,"00:02:40,601","00:02:43,331",My father was there the day it opened.,0
30,"00:02:45,005","00:02:47,701",He said they had,0
31,"00:02:49,643","00:02:50,940",a tuba band playing.,0
32,"00:02:55,716","00:02:59,777",They had the finest clockmaker in all of the South,0
33,"00:03:00,387","00:03:03,185",to build that glorious clock.,0
34,"00:03:05,059","00:03:06,617",<i>His name was...</i>,0
35,"00:03:08,529","00:03:10,326",Mr. Gateau.,0
36,"00:03:14,702","00:03:15,862",Mr. Cake.,0
37,"00:03:18,439","00:03:22,603",<i>He was married to a Creole of Evangeline Parish</i>,0
38,"00:03:22,710","00:03:24,940",<i>and they had a son.</i>,0
